title,price,rating,availability,link,category,price_in_inr
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,Three,In stock,https://books.toscrape.com/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,Food and Drink,3337.32
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,One,In stock,https://books.toscrape.com/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,Food and Drink,2267.8
Barefoot Contessa Back to Basics,28.01,One,In stock,https://books.toscrape.com/barefoot-contessa-back-to-basics_667/index.html,Food and Drink,3249.1600000000003
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,Five,In stock,https://books.toscrape.com/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,Food and Drink,5871.92
My Kitchen Year: 136 Recipes That Saved My Life,11.53,Two,In stock,https://books.toscrape.com/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,Food and Drink,1337.48
Everyday Italian: 125 Simple and Delicious Recipes,20.1,Five,In stock,https://books.toscrape.com/everyday-italian-125-simple-and-delicious-recipes_618/index.html,Food and Drink,2331.6000000000004
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,One,In stock,https://books.toscrape.com/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,Food and Drink,4497.320000000001
Cravings: Recipes for What You Want to Eat,20.5,Three,In stock,https://books.toscrape.com/cravings-recipes-for-what-you-want-to-eat_589/index.html,Food and Drink,2378.0
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,Four,In stock,https://books.toscrape.com/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,Food and Drink,1431.44
32 Yolks,53.63,Two,In stock,https://books.toscrape.com/32-yolks_510/index.html,Food and Drink,6221.08
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,Five,In stock,https://books.toscrape.com/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,Food and Drink,1320.0800000000002
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,Four,In stock,https://books.toscrape.com/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,Food and Drink,5337.16
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,Two,In stock,https://books.toscrape.com/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,Food and Drink,3277.0
The Barefoot Contessa Cookbook,59.92,Five,In stock,https://books.toscrape.com/the-barefoot-contessa-cookbook_440/index.html,Food and Drink,6950.72
Better Homes and Gardens New Cook Book,39.61,Three,In stock,https://books.toscrape.com/better-homes-and-gardens-new-cook-book_423/index.html,Food and Drink,4594.76
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,Five,In stock,https://books.toscrape.com/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html,Food and Drink,1281.8000000000002
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,Five,In stock,https://books.toscrape.com/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html,Food and Drink,2889.56
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,Two,In stock,https://books.toscrape.com/vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html,Food and Drink,1584.56
The Smitten Kitchen Cookbook,23.59,One,In stock,https://books.toscrape.com/the-smitten-kitchen-cookbook_281/index.html,Food and Drink,2736.44
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,Three,In stock,https://books.toscrape.com/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html,Food and Drink,3981.12
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,Three,In stock,https://books.toscrape.com/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html,Food and Drink,3844.2400000000002
Redeeming Love,20.47,Five,In stock,https://books.toscrape.com/redeeming-love_826/index.html,Christian Fiction,2374.52
Close to You,49.46,Four,In stock,https://books.toscrape.com/close-to-you_798/index.html,Christian Fiction,5737.36
Shadows of the Past (Logan Point #1),39.67,Five,In stock,https://books.toscrape.com/shadows-of-the-past-logan-point-1_541/index.html,Christian Fiction,4601.72
Like Never Before (Walker Family #2),28.77,Two,In stock,https://books.toscrape.com/like-never-before-walker-family-2_476/index.html,Christian Fiction,3337.32
Counted With the Stars (Out from Egypt #1),17.97,Five,In stock,https://books.toscrape.com/counted-with-the-stars-out-from-egypt-1_463/index.html,Christian Fiction,2084.52
If I Run (If I Run #1),49.97,Four,In stock,https://books.toscrape.com/if-i-run-if-i-run-1_174/index.html,Christian Fiction,5796.5199999999995
The Dirty Little Secrets of Getting Your Dream Job,33.34,Four,In stock,https://books.toscrape.com/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,Business,3867.4400000000005
The Third Wave: An Entrepreneurâs Vision of the Future,12.61,Five,In stock,https://books.toscrape.com/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,Business,1462.76
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,Three,In stock,https://books.toscrape.com/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html,Business,3195.8
Shoe Dog: A Memoir by the Creator of NIKE,23.99,Two,In stock,https://books.toscrape.com/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html,Business,2782.8399999999997
Made to Stick: Why Some Ideas Survive and Others Die,38.85,Five,In stock,https://books.toscrape.com/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,Business,4506.6
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,One,In stock,https://books.toscrape.com/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,Business,5004.24
The Art of Startup Fundraising,21.0,Three,In stock,https://books.toscrape.com/the-art-of-startup-fundraising_606/index.html,Business,2436.0
Born for This: How to Find the Work You Were Meant to Do,21.59,Five,In stock,https://books.toscrape.com/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,Business,2504.44
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,One,In stock,https://books.toscrape.com/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,Business,4281.5599999999995
"Rich Dad, Poor Dad",51.74,One,In stock,https://books.toscrape.com/rich-dad-poor-dad_483/index.html,Business,6001.84
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,Three,In stock,https://books.toscrape.com/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,Business,3934.7200000000003
Rework,44.88,Two,In stock,https://books.toscrape.com/rework_212/index.html,Business,5206.08
Louisa: The Extraordinary Life of Mrs. Adams,16.85,Two,In stock,https://books.toscrape.com/louisa-the-extraordinary-life-of-mrs-adams_818/index.html,Biography,1954.6000000000001
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,Two,In stock,https://books.toscrape.com/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,Biography,2453.3999999999996
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,One,In stock,https://books.toscrape.com/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,Biography,4587.799999999999
Benjamin Franklin: An American Life,48.19,Three,In stock,https://books.toscrape.com/benjamin-franklin-an-american-life_460/index.html,Biography,5590.04
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,Three,In stock,https://books.toscrape.com/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html,Biography,4938.12
In Her Wake,12.84,One,In stock,https://books.toscrape.com/in-her-wake_980/index.html,Thriller,1489.44
The Elephant Tree,23.82,Five,In stock,https://books.toscrape.com/the-elephant-tree_968/index.html,Thriller,2763.12
Behind Closed Doors,52.22,Four,In stock,https://books.toscrape.com/behind-closed-doors_962/index.html,Thriller,6057.5199999999995
You (You #1),43.61,Five,In stock,https://books.toscrape.com/you-you-1_784/index.html,Thriller,5058.76
The Guilty (Will Robie #4),13.82,Two,In stock,https://books.toscrape.com/the-guilty-will-robie-4_750/index.html,Thriller,1603.1200000000001
The 14th Colony (Cotton Malone #11),39.24,One,In stock,https://books.toscrape.com/the-14th-colony-cotton-malone-11_744/index.html,Thriller,4551.84
Give It Back,18.32,Two,In stock,https://books.toscrape.com/give-it-back_430/index.html,Thriller,2125.12
Killing Floor (Jack Reacher #1),31.49,Four,In stock,https://books.toscrape.com/killing-floor-jack-reacher-1_382/index.html,Thriller,3652.8399999999997
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,Three,In stock,https://books.toscrape.com/the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html,Thriller,6926.36
Far From True (Promise Falls Trilogy #2),34.93,Two,In stock,https://books.toscrape.com/far-from-true-promise-falls-trilogy-2_320/index.html,Thriller,4051.88
The Travelers,15.77,One,In stock,https://books.toscrape.com/the-travelers_285/index.html,Thriller,1829.32
When We Collided,31.77,One,In stock,https://books.toscrape.com/when-we-collided_955/index.html,Contemporary,3685.32
Someone Like You (The Harrisons #2),52.79,Five,In stock,https://books.toscrape.com/someone-like-you-the-harrisons-2_735/index.html,Contemporary,6123.64
We Are All Completely Beside Ourselves,24.04,One,In stock,https://books.toscrape.com/we-are-all-completely-beside-ourselves_301/index.html,Contemporary,2788.64
The Four Agreements: A Practical Guide to Personal Freedom,17.66,Five,In stock,https://books.toscrape.com/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,Spirituality,2048.56
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,Five,In stock,https://books.toscrape.com/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,Spirituality,3739.84
Chasing Heaven: What Dying Taught Me About Living,37.8,Two,In stock,https://books.toscrape.com/chasing-heaven-what-dying-taught-me-about-living_797/index.html,Spirituality,4384.799999999999
If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,One,In stock,https://books.toscrape.com/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,Spirituality,2425.56
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,Two,In stock,https://books.toscrape.com/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,Spirituality,5374.28
A New Earth: Awakening to Your Life's Purpose,55.65,Five,In stock,https://books.toscrape.com/a-new-earth-awakening-to-your-lifes-purpose_311/index.html,Spirituality,6455.4
Logan Kade (Fallen Crest High #5.5),13.12,Two,In stock,https://books.toscrape.com/logan-kade-fallen-crest-high-55_384/index.html,Academic,1521.9199999999998
Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,One,In stock,https://books.toscrape.com/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,Self Help,5376.6
How to Be Miserable: 40 Strategies You Already Use,46.03,One,In stock,https://books.toscrape.com/how-to-be-miserable-40-strategies-you-already-use_897/index.html,Self Help,5339.4800000000005
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,Three,In stock,https://books.toscrape.com/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,Self Help,6049.4
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,Three,In stock,https://books.toscrape.com/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,Self Help,1401.28
How to Stop Worrying and Start Living,46.49,Five,In stock,https://books.toscrape.com/how-to-stop-worrying-and-start-living_431/index.html,Self Help,5392.84
All the Light We Cannot See,29.87,Five,In stock,https://books.toscrape.com/all-the-light-we-cannot-see_660/index.html,Historical,3464.92
The Girl You Left Behind (The Girl You Left Behind #1),15.79,One,In stock,https://books.toscrape.com/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,Historical,1831.6399999999999
(Un)Qualified: How God Uses Broken People to Do Big Things,54.0,Five,In stock,https://books.toscrape.com/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html,Christian,6264.0
Crazy Love: Overwhelmed by a Relentless God,47.72,Two,In stock,https://books.toscrape.com/crazy-love-overwhelmed-by-a-relentless-god_682/index.html,Christian,5535.5199999999995
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,One,In stock,https://books.toscrape.com/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,Christian,2989.32
Silence in the Dark (Logan Point #4),58.33,Three,In stock,https://books.toscrape.com/silence-in-the-dark-logan-point-4_542/index.html,Suspense,6766.28
The Grownup,35.88,One,In stock,https://books.toscrape.com/the-grownup_546/index.html,Short Stories,4162.08
Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,Five,In stock,https://books.toscrape.com/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,Novels,6357.96
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05,Three,In stock,https://books.toscrape.com/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,Health,5689.799999999999
"Eat Fat, Get Thin",54.07,Two,In stock,https://books.toscrape.com/eat-fat-get-thin_688/index.html,Health,6272.12
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,Five,In stock,https://books.toscrape.com/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,Health,5766.36
The Art and Science of Low Carbohydrate Living,52.98,Five,In stock,https://books.toscrape.com/the-art-and-science-of-low-carbohydrate-living_570/index.html,Health,6145.679999999999
Libertarianism for Beginners,51.33,Two,In stock,https://books.toscrape.com/libertarianism-for-beginners_982/index.html,Politics,5954.28
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,Four,In stock,https://books.toscrape.com/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,Politics,6107.4
Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,One,In stock,https://books.toscrape.com/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,Politics,6595.76
Amid the Chaos,36.58,One,In stock,https://books.toscrape.com/amid-the-chaos_788/index.html,Cultural,4243.28
Dark Notes,19.19,Five,In stock,https://books.toscrape.com/dark-notes_800/index.html,Erotica,2226.04
The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,One,In stock,https://books.toscrape.com/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html,Crime,1272.52
